y	speed	sentenceSpeed	名詞	動詞	形容詞	副詞	助詞	接続詞	助動詞	連体詞	感動詞	parts_speed	message	interval	sentenceCount	parts	characters
0	4.6	0.0	0.6	0.4666666666666667	0.0	0.0	0.8	0.0	0.26666666666666666	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.8, '助動詞': 0.26666666666666666, '名詞': 0.6, '副詞': 0.0, '動詞': 0.4666666666666667}	 結果は自らに遅れていますが どれくらい音楽データに適合しているか利用できない評価を行いたいと思います そのためには	15000	0	{'連体詞': 1, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 12, '助動詞': 4, '名詞': 9, '副詞': 0, '動詞': 7}	69
0	5.133333333333334	0.0	1.0666666666666667	0.4	0.0	0.0	0.5333333333333333	0.0	0.2	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.5333333333333333, '助動詞': 0.2, '名詞': 1.0666666666666667, '副詞': 0.0, '動詞': 0.4}	 問い合わせることができます np楽にストレスが回数二つ目の値を見ればわかります ご用件を返します サンプルデータ エコサリオ まとめ それらを自由人	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 8, '助動詞': 3, '名詞': 16, '副詞': 0, '動詞': 6}	77
0	3.8	0.0	0.6	0.3333333333333333	0.13333333333333333	0.0	0.3333333333333333	0.0	0.26666666666666666	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.13333333333333333, '感動詞': 0.0, '助詞': 0.3333333333333333, '助動詞': 0.26666666666666666, '名詞': 0.6, '副詞': 0.0, '動詞': 0.3333333333333333}	 その後 毛深いします まとめた方が理解しやすいため 最後に平均平方根を記載します というものになります	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 2, '感動詞': 0, '助詞': 5, '助動詞': 4, '名詞': 9, '副詞': 0, '動詞': 5}	57
0	3.6666666666666665	0.0	0.6666666666666666	0.2	0.13333333333333333	0.0	0.4	0.0	0.3333333333333333	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.0, '形容詞': 0.13333333333333333, '感動詞': 0.0, '助詞': 0.4, '助動詞': 0.3333333333333333, '名詞': 0.6666666666666666, '副詞': 0.0, '動詞': 0.2}	 安河内なかった場合があります 今7.6であるのに対して マスクをつけた場合は この結果から言えることは	15000	0	{'連体詞': 1, '接続詞': 0, '形容詞': 2, '感動詞': 0, '助詞': 6, '助動詞': 5, '名詞': 10, '副詞': 0, '動詞': 3}	55
0	4.2	0.0	0.8	0.26666666666666666	0.0	0.0	0.6666666666666666	0.06666666666666667	0.4	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.06666666666666667, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.6666666666666666, '助動詞': 0.4, '名詞': 0.8, '副詞': 0.0, '動詞': 0.26666666666666666}	 われは木ても1300ドルの範囲を定めるである ということです 上だけでした それは無理されてあるでだって それそのすべての要素	15000	0	{'連体詞': 1, '接続詞': 1, '形容詞': 0, '感動詞': 0, '助詞': 10, '助動詞': 6, '名詞': 12, '副詞': 0, '動詞': 4}	63
0	4.466666666666667	0.0	0.6	0.3333333333333333	0.0	0.2	0.5333333333333333	0.0	0.4	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.5333333333333333, '助動詞': 0.4, '名詞': 0.6, '副詞': 0.2, '動詞': 0.3333333333333333}	特徴量としても 散ることにします つまり ついてない時のお値段の平均的って何なりました 先ほどよりさらによくなりました	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 8, '助動詞': 6, '名詞': 9, '副詞': 3, '動詞': 5}	67
1	3.3333333333333335	0.06666666666666667	0.7333333333333334	0.3333333333333333	0.0	0.0	0.4	0.0	0.13333333333333333	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4, '助動詞': 0.13333333333333333, '名詞': 0.7333333333333334, '副詞': 0.0, '動詞': 0.3333333333333333}	17-1のすべてのデータ.そのデータを当てはめた曲線 実践を開始しています 見てわかるとおり	15000	1	{'連体詞': 1, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 6, '助動詞': 2, '名詞': 11, '副詞': 0, '動詞': 5}	50
1	4.533333333333333	0.06666666666666667	0.6666666666666666	0.4666666666666667	0.06666666666666667	0.06666666666666667	0.8666666666666666	0.0	0.2	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.06666666666666667, '感動詞': 0.0, '助詞': 0.8666666666666666, '助動詞': 0.2, '名詞': 0.6666666666666666, '副詞': 0.06666666666666667, '動詞': 0.4666666666666667}	然うまくいっていません 特徴量の要素が一つだけのモデルを持ちいると いえの値段が部屋の数の倍数になることが分かります	15000	1	{'連体詞': 0, '接続詞': 0, '形容詞': 1, '感動詞': 0, '助詞': 13, '助動詞': 3, '名詞': 10, '副詞': 1, '動詞': 7}	68
1	3.4666666666666663	0.13333333333333333	1.0	0.13333333333333333	0.0	0.0	0.8666666666666666	0.0	0.2	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.8666666666666666, '助動詞': 0.2, '名詞': 1.0, '副詞': 0.0, '動詞': 0.13333333333333333}	れが意味することはの数が2つの家は録画 一つの家の2倍の値段であり 部屋の物が三つの家は	15000	2	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 13, '助動詞': 3, '名詞': 15, '副詞': 0, '動詞': 2}	52
1	3.6	0.06666666666666667	0.7333333333333334	0.0	0.0	0.0	0.4666666666666667	0.06666666666666667	0.5333333333333333	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.06666666666666667, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4666666666666667, '助動詞': 0.5333333333333333, '名詞': 0.7333333333333334, '副詞': 0.0, '動詞': 0.0}	 部屋の数が1つの三倍の値段であるということです しかし この仮説が誤りであることは明らかでしょう	15000	1	{'連体詞': 1, '接続詞': 1, '形容詞': 0, '感動詞': 0, '助詞': 7, '助動詞': 8, '名詞': 11, '副詞': 0, '動詞': 0}	54
1	3.1333333333333333	0.13333333333333333	0.6	0.2	0.06666666666666667	0.06666666666666667	0.6	0.0	0.2	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.06666666666666667, '感動詞': 0.0, '助詞': 0.6, '助動詞': 0.2, '名詞': 0.6, '副詞': 0.06666666666666667, '動詞': 0.2}	 金利的にも正しいとはいえません 次にくる美脚はこれまでの日に行を追加することです	15000	2	{'連体詞': 0, '接続詞': 0, '形容詞': 1, '感動詞': 0, '助詞': 9, '助動詞': 3, '名詞': 9, '副詞': 1, '動詞': 3}	47
1	2.7333333333333334	0.13333333333333333	0.5333333333333333	0.13333333333333333	0.0	0.0	0.5333333333333333	0.0	0.06666666666666667	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.5333333333333333, '助動詞': 0.06666666666666667, '名詞': 0.5333333333333333, '副詞': 0.0, '動詞': 0.13333333333333333}	す それによって家のお値段は 部屋の数の倍数にバイアスを式であらわされます	15000	2	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 8, '助動詞': 1, '名詞': 8, '副詞': 0, '動詞': 2}	41
1	2.3333333333333335	0.06666666666666667	0.4666666666666667	0.13333333333333333	0.0	0.0	0.4666666666666667	0.0	0.06666666666666667	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4666666666666667, '助動詞': 0.06666666666666667, '名詞': 0.4666666666666667, '副詞': 0.0, '動詞': 0.13333333333333333}	 このバイアスは部屋の内の値段をあらわします 実装するためには xの	15000	1	{'連体詞': 1, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 7, '助動詞': 1, '名詞': 7, '副詞': 0, '動詞': 2}	35
1	2.6666666666666665	0.13333333333333333	0.6	0.26666666666666666	0.0	0.0	0.4666666666666667	0.0	0.13333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4666666666666667, '助動詞': 0.13333333333333333, '名詞': 0.6, '副詞': 0.0, '動詞': 0.26666666666666666}	 xの各要素に行きを追加します 結果は7-2のようになります すれちがいくつか	15000	2	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 7, '助動詞': 2, '名詞': 9, '副詞': 0, '動詞': 4}	40
1	3.066666666666667	0.06666666666666667	0.3333333333333333	0.3333333333333333	0.06666666666666667	0.06666666666666667	0.7333333333333334	0.0	0.26666666666666666	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.06666666666666667, '感動詞': 0.0, '助詞': 0.7333333333333334, '助動詞': 0.26666666666666666, '名詞': 0.3333333333333333, '副詞': 0.06666666666666667, '動詞': 0.3333333333333333}	り それらにはうまく対応できていませんが 結果は見るからによくなっています ここでのモデルは	15000	1	{'連体詞': 0, '接続詞': 0, '形容詞': 1, '感動詞': 0, '助詞': 11, '助動詞': 4, '名詞': 5, '副詞': 1, '動詞': 5}	46
1	3.933333333333333	0.13333333333333333	0.6666666666666666	0.26666666666666666	0.06666666666666667	0.0	0.6	0.0	0.13333333333333333	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.0, '形容詞': 0.06666666666666667, '感動詞': 0.0, '助詞': 0.6, '助動詞': 0.13333333333333333, '名詞': 0.6666666666666666, '副詞': 0.0, '動詞': 0.26666666666666666}	ルはどれくらいうまく適応できているか 定量的評価をおこないたいと思います そのためには 私たちの予測	15000	2	{'連体詞': 1, '接続詞': 0, '形容詞': 1, '感動詞': 0, '助詞': 9, '助動詞': 2, '名詞': 10, '副詞': 0, '動詞': 4}	59
0	6.4	0.0	1.0666666666666667	0.4	0.06666666666666667	0.0	0.5333333333333333	0.06666666666666667	0.2	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.06666666666666667, '形容詞': 0.06666666666666667, '感動詞': 0.0, '助詞': 0.5333333333333333, '助動詞': 0.2, '名詞': 1.0666666666666667, '副詞': 0.0, '動詞': 0.4}	それでは elastic ネットを使ってみたいと思います 最近ドラ おもしろ小手指 着物 最小二乗法による解雇 elastic netになる 会議に参加することができます 先ほどは	15000	0	{'連体詞': 0, '接続詞': 1, '形容詞': 1, '感動詞': 0, '助詞': 8, '助動詞': 3, '名詞': 16, '副詞': 0, '動詞': 6}	96
0	3.8	0.0	0.6	0.4	0.0	0.0	0.4	0.0	0.3333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4, '助動詞': 0.3333333333333333, '名詞': 0.6, '副詞': 0.0, '動詞': 0.4}	あるという名前の変数をしましたが お出入ってる変数 文字ます 必要な変更になります 5.02に対して	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 6, '助動詞': 5, '名詞': 9, '副詞': 0, '動詞': 6}	57
0	5.333333333333333	0.0	0.8	0.4	0.2	0.0	0.8666666666666666	0.0	0.4	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.0, '形容詞': 0.2, '感動詞': 0.0, '助詞': 0.8666666666666666, '助動詞': 0.4, '名詞': 0.8, '副詞': 0.0, '動詞': 0.4}	の沢公園ように練習しました 大きくなりましたがこの力を高くすることができました南に位置がすごいかせるためには グラスの底に生かせるためには	15000	0	{'連体詞': 1, '接続詞': 0, '形容詞': 3, '感動詞': 0, '助詞': 13, '助動詞': 6, '名詞': 12, '副詞': 0, '動詞': 6}	80
